pid,labels
5844,"29,359,483"
5845,"397,501,511"
5846,"214,397,484"
5847,"480,484,510"
5848,"235,270,410"
5849,"315,359,480"
5850,"25,187,241"
5851,"2,221,510"
5852,"10,69,444"
5853,"340,449,484"
5854,"182,187,241"
5855,"10,80,221"
5856,"29,359,483"
5857,"80,196,270"
5858,"270,366,397"
5859,"2,214,480"
5860,"187,241,315"
5861,"346,397,511"
5862,"129,397,511"
5863,"182,187,374"
5864,"187,241,340"
5865,"187,241,340"
5866,"73,315,484"
5867,"220,242,510"
5868,"10,270,315"
5869,"108,182,301"
5870,"182,270,301"
5871,"2,480,498"
5872,"80,214,397"
5873,"80,397,501"
5874,"194,315,397"
5875,"187,194,315"
5876,"10,221,510"
5877,"80,194,196"
5878,"397,444,480"
5879,"16,194,315"
5880,"160,302,315"
5881,"29,124,243"
5882,"25,80,182"
5883,"315,359,436"
5884,"25,242,436"
5885,"214,366,484"
5886,"242,480,510"
5887,"346,397,501"
5888,"49,323,524"
5889,"187,241,315"
5890,"80,270,397"
5891,"108,301,459"
5892,"366,444,455"
5893,"182,187,241"
5894,"10,49,182"
5895,"340,355,360"
5896,"187,241,340"
5897,"108,204,301"
5898,"80,182,270"
5899,"73,419,484"
5900,"366,397,444"
5901,"359,397,480"
5902,"80,425,484"
5903,"10,397,425"
5904,"187,196,241"
5905,"315,340,484"
5906,"10,69,73"
5907,"270,315,455"
5908,"194,204,301"
5909,"315,374,430"
5910,"214,397,484"
5911,"204,301,374"
5912,"80,214,397"
5913,"215,302,315"
5914,"214,397,484"
5915,"346,455,498"
5916,"168,194,270"
5917,"315,397,444"
5918,"328,382,397"
5919,"108,204,301"
5920,"313,397,501"
5921,"168,270,382"
5922,"346,397,484"
5923,"196,270,510"
5924,"10,69,397"
5925,"270,301,397"
5926,"323,448,524"
5927,"194,214,221"
5928,"16,187,340"
5929,"182,196,315"
5930,"214,366,397"
5931,"69,73,397"
5932,"187,241,243"
5933,"315,340,455"
5934,"182,196,340"
5935,"10,397,455"
5936,"397,444,510"
5937,"214,346,397"
5938,"397,444,480"
5939,"302,334,430"
5940,"2,254,497"
5941,"80,397,448"
5942,"182,346,455"
5943,"221,419,425"
5944,"182,196,270"
5945,"182,315,455"
5946,"80,194,510"
5947,"346,360,397"
5948,"25,220,242"
5949,"242,359,480"
5950,"10,346,448"
5951,"214,397,444"
5952,"196,302,315"
5953,"194,397,484"
5954,"374,397,480"
5955,"204,315,374"
5956,"108,204,301"
5957,"16,182,194"
5958,"194,315,334"
5959,"49,323,397"
5960,"80,270,397"
5961,"196,302,315"
5962,"29,221,340"
5963,"397,501,511"
5964,"214,397,501"
5965,"187,241,280"
5966,"315,340,444"
5967,"129,187,241"
5968,"16,364,374"
5969,"187,315,430"
5970,"80,214,397"
5971,"10,73,182"
5972,"10,16,194"
5973,"9,235,346"
5974,"187,241,315"
5975,"397,444,480"
5976,"215,315,334"
5977,"25,397,510"
5978,"194,200,397"
5979,"323,448,524"
5980,"221,242,510"
5981,"340,444,484"
5982,"214,359,397"
5983,"10,69,80"
5984,"340,397,484"
5985,"16,194,444"
5986,"182,194,270"
5987,"357,360,455"
5988,"80,182,397"
5989,"182,196,302"
5990,"196,302,315"
5991,"280,340,397"
5992,"2,254,497"
5993,"10,25,220"
5994,"242,498,510"
5995,"80,242,510"
5996,"182,340,372"
5997,"220,221,242"
5998,"182,196,397"
5999,"346,397,484"
6000,"69,80,315"
6001,"73,270,483"
6002,"182,397,480"
6003,"214,397,458"
6004,"340,397,455"
6005,"182,270,514"
6006,"73,215,315"
6007,"29,187,241"
6008,"16,127,315"
6009,"182,187,444"
6010,"187,241,397"
6011,"196,315,425"
6012,"204,456,482"
6013,"313,397,501"
6014,"194,425,455"
6015,"182,397,444"
6016,"108,270,301"
6017,"69,80,444"
6018,"280,397,444"
6019,"194,340,455"
6020,"80,323,397"
6021,"340,376,425"
6022,"235,270,397"
6023,"182,187,241"
6024,"9,425,455"
6025,"73,397,514"
6026,"182,194,397"
6027,"214,346,397"
6028,"108,204,301"
6029,"315,397,484"
6030,"315,374,480"
6031,"196,270,315"
6032,"355,425,456"
6033,"346,397,498"
6034,"200,270,382"
6035,"302,364,374"
6036,"10,397,448"
6037,"69,73,196"
6038,"182,397,514"
6039,"182,340,455"
6040,"196,302,340"
6041,"80,214,397"
6042,"182,196,315"
6043,"194,374,397"
6044,"69,73,397"
6045,"315,397,444"
6046,"25,220,242"
6047,"315,397,511"
6048,"69,73,455"
6049,"323,340,524"
6050,"182,315,382"
6051,"168,270,382"
6052,"346,397,511"
6053,"215,315,417"
6054,"69,300,401"
6055,"3,10,200"
6056,"187,241,340"
6057,"366,397,484"
6058,"270,397,444"
6059,"23,182,251"
6060,"315,334,430"
6061,"194,346,455"
6062,"366,397,480"
6063,"182,397,480"
6064,"182,196,315"
6065,"69,73,182"
6066,"10,397,510"
6067,"270,315,452"
6068,"196,315,334"
6069,"182,270,397"
6070,"80,182,397"
6071,"3,200,301"
6072,"357,360,455"
6073,"315,334,419"
6074,"80,397,510"
6075,"196,397,484"
6076,"313,397,501"
6077,"340,372,484"
6078,"73,92,382"
6079,"10,221,315"
6080,"16,452,480"
6081,"235,270,391"
6082,"2,214,480"
6083,"194,455,484"
6084,"366,397,484"
6085,"10,221,346"
6086,"204,215,430"
6087,"182,187,194"
6088,"10,49,323"
6089,"313,397,485"
6090,"80,270,397"
6091,"124,243,511"
6092,"10,187,323"
6093,"366,397,484"
6094,"397,444,480"
6095,"23,251,397"
6096,"16,194,315"
6097,"313,397,511"
6098,"80,270,397"
6099,"80,187,241"
6100,"9,357,455"
6101,"182,187,241"
6102,"10,73,182"
6103,"340,360,458"
6104,"182,194,315"
6105,"80,359,397"
6106,"2,366,480"
6107,"300,401,444"
6108,"214,366,397"
6109,"108,182,301"
6110,"397,484,511"
6111,"270,382,397"
6112,"397,430,518"
6113,"10,397,444"
6114,"25,220,242"
6115,"10,315,419"
6116,"214,254,366"
6117,"340,346,397"
6118,"194,397,484"
6119,"80,397,419"
6120,"235,270,327"
6121,"73,314,397"
6122,"16,108,301"
6123,"204,315,417"
6124,"194,200,263"
6125,"214,254,366"
6126,"16,182,484"
6127,"194,301,340"
6128,"29,194,455"
6129,"187,241,397"
6130,"29,194,270"
6131,"187,241,263"
6132,"187,241,334"
6133,"357,360,455"
6134,"80,397,511"
6135,"270,340,397"
6136,"10,69,73"
6137,"29,108,301"
6138,"214,291,364"
6139,"80,221,397"
6140,"16,182,301"
6141,"241,313,397"
6142,"302,315,334"
6143,"80,397,455"
6144,"128,129,511"
6145,"204,315,374"
6146,"314,397,485"
6147,"280,455,482"
6148,"29,340,483"
6149,"10,49,397"
6150,"221,340,425"
6151,"80,315,397"
6152,"25,455,480"
6153,"10,315,374"
6154,"16,194,419"
6155,"220,221,242"
6156,"182,397,484"
6157,"128,129,182"
6158,"49,92,323"
6159,"80,397,510"
6160,"313,397,511"
6161,"182,397,484"
6162,"196,302,315"
6163,"314,397,501"
6164,"16,221,419"
6165,"313,346,397"
6166,"397,444,480"
6167,"220,221,498"
6168,"221,346,397"
6169,"16,182,194"
6170,"397,444,480"
6171,"16,204,301"
6172,"182,194,200"
6173,"80,315,323"
6174,"182,196,397"
6175,"397,452,484"
6176,"315,334,430"
6177,"366,397,511"
6178,"182,397,484"
6179,"25,242,444"
6180,"204,315,419"
6181,"220,221,510"
6182,"2,346,498"
6183,"128,129,364"
6184,"214,456,482"
6185,"69,73,270"
6186,"3,168,200"
6187,"69,397,480"
6188,"10,73,270"
6189,"182,196,315"
6190,"182,355,456"
6191,"315,334,340"
6192,"214,251,484"
6193,"10,314,397"
6194,"214,366,397"
6195,"182,270,397"
6196,"108,204,301"
6197,"182,187,194"
6198,"204,315,334"
6199,"343,430,436"
6200,"182,194,270"
6201,"124,182,243"
6202,"346,397,480"
6203,"215,270,417"
6204,"270,315,340"
6205,"214,397,484"
6206,"323,448,524"
6207,"397,438,480"
6208,"2,346,498"
6209,"187,241,301"
6210,"214,346,397"
6211,"2,254,422"
6212,"187,340,455"
6213,"346,397,514"
6214,"16,194,204"
6215,"69,73,397"
6216,"73,214,397"
6217,"397,480,484"
6218,"10,73,397"
6219,"315,444,484"
6220,"25,220,221"
6221,"280,366,425"
6222,"182,196,301"
6223,"397,501,511"
6224,"221,397,510"
6225,"25,220,242"
6226,"220,221,242"
6227,"25,80,182"
6228,"128,129,511"
6229,"397,444,501"
6230,"214,254,397"
6231,"355,376,425"
6232,"16,182,194"
6233,"214,254,497"
6234,"204,315,334"
6235,"127,194,263"
6236,"108,182,301"
6237,"313,397,485"
6238,"23,251,397"
6239,"313,397,485"
6240,"187,241,397"
6241,"187,194,397"
6242,"16,182,194"
6243,"182,301,340"
6244,"80,397,511"
6245,"301,323,524"
6246,"10,397,444"
6247,"182,194,315"
6248,"366,444,480"
6249,"25,346,510"
6250,"302,334,430"
6251,"2,214,346"
6252,"194,270,315"
6253,"16,182,315"
6254,"25,242,510"
6255,"80,270,397"
6256,"187,241,355"
6257,"214,458,480"
6258,"64,323,524"
6259,"313,397,485"
6260,"73,182,397"
6261,"187,241,374"
6262,"2,221,254"
6263,"196,315,334"
6264,"25,80,510"
6265,"196,315,334"
6266,"194,340,382"
6267,"187,194,241"
6268,"182,196,382"
6269,"108,301,340"
6270,"187,241,374"
6271,"182,194,315"
6272,"80,182,397"
6273,"108,182,301"
6274,"10,69,73"
6275,"108,182,301"
6276,"214,458,482"
6277,"10,11,69"
6278,"73,397,480"
6279,"3,194,200"
6280,"357,360,455"
6281,"182,397,484"
6282,"127,182,196"
6283,"221,340,419"
6284,"301,340,455"
6285,"182,214,444"
6286,"340,355,366"
6287,"315,334,397"
6288,"92,214,397"
6289,"182,315,340"
6290,"80,359,397"
6291,"10,69,73"
6292,"10,47,49"
6293,"80,182,270"
6294,"16,182,436"
6295,"10,397,511"
6296,"2,455,484"
6297,"270,425,514"
6298,"196,302,315"
6299,"214,397,458"
6300,"182,340,397"
6301,"2,480,484"
6302,"270,458,482"
6303,"10,25,242"
6304,"357,455,498"
6305,"314,397,511"
6306,"10,374,419"
6307,"80,397,510"
6308,"10,69,419"
6309,"302,315,334"
6310,"315,334,430"
6311,"128,129,455"
6312,"10,49,419"
6313,"366,480,484"
6314,"10,69,73"
6315,"16,204,334"
6316,"207,301,459"
6317,"69,397,448"
6318,"65,323,524"
6319,"302,315,334"
6320,"315,334,397"
6321,"270,397,430"
6322,"25,80,510"
6323,"214,397,448"
6324,"346,397,425"
6325,"313,397,511"
6326,"16,25,444"
6327,"397,444,480"
6328,"80,182,444"
6329,"25,220,242"
6330,"194,334,397"
6331,"182,196,340"
6332,"204,480,518"
6333,"49,187,241"
6334,"25,346,498"
6335,"214,254,397"
6336,"194,340,444"
6337,"108,187,204"
6338,"16,194,221"
6339,"214,397,456"
6340,"108,301,340"
6341,"397,444,480"
6342,"45,69,73"
6343,"10,80,397"
6344,"355,397,456"
6345,"9,425,458"
6346,"128,129,397"
6347,"220,221,242"
6348,"346,397,484"
6349,"182,340,455"
6350,"187,196,241"
6351,"241,302,315"
6352,"340,397,484"
6353,"187,214,241"
6354,"182,340,425"
6355,"182,187,241"
6356,"187,241,315"
6357,"182,372,455"
6358,"80,182,270"
6359,"182,382,430"
6360,"214,397,480"
6361,"187,315,455"
6362,"196,315,397"
6363,"302,315,334"
6364,"340,444,484"
6365,"204,215,315"
6366,"196,247,315"
6367,"182,194,397"
6368,"220,221,242"
6369,"182,194,340"
6370,"160,334,406"
6371,"196,315,334"
6372,"355,397,456"
6373,"108,182,301"
6374,"25,220,242"
6375,"187,241,397"
6376,"187,241,315"
6377,"92,270,430"
6378,"187,315,397"
6379,"182,455,484"
6380,"340,397,484"
6381,"355,444,456"
6382,"280,397,425"
6383,"220,242,510"
6384,"182,187,241"
6385,"2,214,397"
6386,"280,359,444"
6387,"16,194,382"
6388,"9,235,270"
6389,"16,204,315"
6390,"302,315,334"
6391,"242,397,511"
6392,"346,397,484"
6393,"214,241,397"
6394,"397,484,501"
6395,"214,397,484"
6396,"194,315,484"
6397,"346,397,444"
6398,"340,355,425"
6399,"25,220,242"
6400,"10,346,455"
6401,"355,366,444"
6402,"80,397,448"
6403,"108,204,301"
6404,"182,315,323"
6405,"10,221,242"
6406,"9,357,455"
6407,"25,182,315"
6408,"270,397,501"
6409,"355,397,425"
6410,"182,270,397"
6411,"214,397,444"
6412,"16,204,419"
6413,"187,241,397"
6414,"187,241,397"
6415,"182,194,196"
6416,"182,196,480"
6417,"204,215,417"
6418,"80,397,444"
6419,"242,397,510"
6420,"374,397,480"
6421,"346,397,425"
6422,"215,241,315"
6423,"10,187,323"
6424,"323,448,524"
6425,"204,315,417"
6426,"366,397,444"
6427,"187,241,397"
6428,"73,221,397"
6429,"187,241,397"
6430,"397,444,480"
6431,"346,397,480"
6432,"340,355,456"
6433,"49,80,323"
6434,"196,315,397"
6435,"187,241,302"
6436,"16,315,452"
6437,"270,397,514"
6438,"182,196,455"
6439,"3,200,301"
6440,"346,397,510"
6441,"355,397,456"
6442,"196,346,397"
6443,"315,452,455"
6444,"80,397,480"
6445,"182,196,346"
6446,"187,334,374"
6447,"182,270,484"
6448,"10,397,419"
6449,"3,200,301"
6450,"340,397,455"
6451,"80,196,315"
6452,"182,397,501"
6453,"313,346,376"
6454,"95,402,524"
6455,"67,69,419"
6456,"129,397,511"
6457,"16,194,204"
6458,"49,455,498"
6459,"127,194,263"
6460,"95,448,524"
6461,"355,397,456"
6462,"25,220,242"
6463,"196,302,315"
6464,"80,397,518"
6465,"182,194,301"
6466,"69,80,196"
6467,"340,346,397"
6468,"80,270,448"
6469,"187,194,241"
6470,"444,456,514"
6471,"187,241,302"
6472,"16,359,374"
6473,"108,204,301"
6474,"80,270,397"
6475,"29,187,241"
6476,"172,194,315"
6477,"182,196,340"
6478,"2,346,397"
6479,"194,315,397"
6480,"357,360,455"
6481,"196,315,397"
6482,"204,315,334"
6483,"215,315,417"
6484,"10,328,397"
6485,"346,360,397"
6486,"340,366,449"
6487,"315,334,340"
6488,"397,444,501"
6489,"187,241,397"
6490,"108,204,301"
6491,"280,355,397"
6492,"127,129,182"
6493,"16,182,364"
6494,"182,196,334"
6495,"315,359,397"
6496,"80,323,448"
6497,"194,366,480"
6498,"387,438,465"
6499,"80,270,397"
6500,"95,402,524"
6501,"10,270,301"
6502,"235,270,514"
6503,"397,444,480"
6504,"221,425,510"
6505,"346,397,484"
6506,"357,360,455"
6507,"182,196,302"
6508,"10,69,73"
6509,"128,129,511"
6510,"187,241,397"
6511,"182,444,480"
6512,"69,397,444"
6513,"187,301,455"
6514,"10,69,73"
6515,"25,220,221"
6516,"69,73,419"
6517,"315,382,397"
6518,"10,254,397"
6519,"182,196,397"
6520,"221,242,510"
6521,"221,242,510"
6522,"80,221,397"
6523,"182,194,315"
6524,"397,444,480"
6525,"194,214,480"
6526,"346,397,514"
6527,"302,315,334"
6528,"108,194,301"
6529,"16,182,315"
6530,"16,194,315"
6531,"366,397,484"
6532,"80,346,397"
6533,"204,334,340"
6534,"194,315,382"
6535,"80,382,510"
6536,"10,187,382"
6537,"397,483,484"
6538,"340,397,425"
6539,"128,129,313"
6540,"69,73,397"
6541,"359,397,480"
6542,"360,455,498"
6543,"220,221,242"
6544,"340,449,455"
6545,"64,323,524"
6546,"242,314,397"
6547,"182,196,301"
6548,"430,455,518"
6549,"315,430,455"
6550,"80,221,397"
6551,"355,397,456"
6552,"73,448,498"
6553,"10,315,334"
6554,"10,221,444"
6555,"182,270,340"
6556,"73,80,397"
6557,"214,397,480"
6558,"69,480,484"
6559,"214,444,482"
6560,"80,182,374"
6561,"73,182,448"
6562,"346,397,498"
6563,"270,382,397"
6564,"73,168,315"
6565,"187,241,315"
6566,"270,397,480"
6567,"108,204,301"
6568,"301,374,419"
6569,"80,397,511"
6570,"376,425,444"
6571,"214,397,444"
6572,"214,397,484"
6573,"214,397,501"
6574,"187,241,397"
6575,"108,301,340"
6576,"214,359,397"
6577,"214,397,484"
6578,"2,346,397"
6579,"182,374,430"
6580,"128,129,313"
6581,"346,397,498"
6582,"80,187,397"
6583,"270,382,419"
6584,"270,302,315"
6585,"215,315,444"
6586,"16,194,364"
6587,"10,80,204"
6588,"221,242,510"
6589,"182,359,397"
6590,"10,69,73"
6591,"182,270,315"
6592,"187,455,484"
6593,"10,25,425"
6594,"340,397,444"
6595,"270,346,397"
6596,"214,397,480"
6597,"302,315,334"
6598,"182,196,270"
6599,"182,221,510"
6600,"25,80,397"
6601,"397,484,501"
6602,"187,194,315"
6603,"323,448,524"
6604,"29,80,419"
6605,"182,196,444"
6606,"182,196,334"
6607,"359,397,480"
6608,"16,374,452"
6609,"187,480,518"
6610,"182,196,315"
6611,"340,455,484"
6612,"80,323,524"
6613,"73,397,444"
6614,"397,444,484"
6615,"204,301,315"
6616,"270,340,484"
6617,"187,241,455"
6618,"182,340,484"
6619,"187,200,241"
6620,"397,455,484"
6621,"387,438,465"
6622,"366,397,484"
6623,"235,270,364"
6624,"182,196,315"
6625,"80,397,448"
6626,"302,315,374"
6627,"108,301,459"
6628,"25,220,221"
6629,"3,182,200"
6630,"355,425,456"
6631,"214,397,484"
6632,"182,196,315"
6633,"214,366,397"
6634,"397,444,455"
6635,"270,315,452"
6636,"182,196,397"
6637,"194,270,484"
6638,"270,397,514"
6639,"323,448,524"
6640,"182,270,382"
6641,"2,214,397"
6642,"69,73,444"
6643,"270,315,382"
6644,"315,334,518"
6645,"23,251,397"
6646,"187,241,397"
6647,"69,73,397"
6648,"204,215,334"
6649,"182,196,270"
6650,"80,397,511"
6651,"313,397,485"
6652,"194,315,334"
6653,"25,242,510"
6654,"182,270,374"
6655,"204,315,455"
6656,"215,315,417"
6657,"80,397,444"
6658,"182,196,397"
6659,"187,241,397"
6660,"10,221,345"
6661,"80,323,448"
6662,"10,346,397"
6663,"182,215,270"
6664,"220,221,425"
6665,"182,382,397"
6666,"313,397,455"
6667,"16,366,449"
6668,"397,444,514"
6669,"10,366,397"
6670,"80,323,397"
6671,"346,397,501"
6672,"366,397,480"
6673,"10,49,323"
6674,"270,397,480"
6675,"10,49,182"
6676,"29,302,315"
6677,"302,315,382"
6678,"340,397,444"
6679,"182,214,397"
6680,"182,397,425"
6681,"80,323,524"
6682,"187,241,270"
6683,"80,397,448"
6684,"182,340,455"
6685,"108,182,301"
6686,"302,315,334"
6687,"2,315,483"
6688,"187,241,425"
6689,"372,397,444"
6690,"397,484,501"
6691,"194,270,315"
6692,"374,382,518"
6693,"187,194,455"
6694,"179,340,455"
6695,"108,270,397"
6696,"270,382,444"
6697,"214,397,480"
6698,"108,204,334"
6699,"108,182,301"
6700,"182,301,455"
6701,"69,73,397"
6702,"187,241,315"
6703,"220,242,510"
6704,"16,194,270"
6705,"214,397,484"
6706,"366,397,444"
6707,"182,374,382"
6708,"194,315,397"
6709,"270,315,334"
6710,"355,455,456"
6711,"80,90,323"
6712,"194,340,366"
6713,"196,302,315"
6714,"196,270,315"
6715,"204,215,315"
6716,"221,242,510"
6717,"204,315,417"
6718,"355,425,456"
6719,"280,340,484"
6720,"80,397,484"
6721,"29,346,397"
6722,"69,73,397"
6723,"80,397,501"
6724,"25,187,241"
6725,"187,241,315"
6726,"270,397,444"
6727,"357,360,455"
6728,"182,397,425"
6729,"397,510,511"
6730,"214,254,380"
6731,"69,214,397"
6732,"397,444,480"
6733,"214,270,484"
6734,"69,397,444"
6735,"23,182,251"
6736,"366,397,480"
6737,"10,221,242"
6738,"220,221,242"
6739,"194,270,364"
6740,"235,270,410"
6741,"80,315,397"
6742,"346,397,498"
6743,"220,221,510"
6744,"376,397,425"
6745,"204,315,374"
6746,"270,315,382"
6747,"10,397,511"
6748,"3,187,241"
6749,"172,194,455"
6750,"182,340,455"
6751,"366,449,484"
6752,"194,315,334"
6753,"302,315,334"
6754,"73,270,397"
6755,"204,315,334"
6756,"25,220,242"
6757,"204,215,334"
6758,"182,196,340"
6759,"108,204,301"
6760,"23,26,251"
6761,"69,73,397"
6762,"315,334,480"
6763,"214,355,456"
6764,"270,397,514"
6765,"340,366,484"
6766,"29,340,455"
6767,"73,402,448"
6768,"10,49,345"
6769,"214,397,480"
6770,"16,291,444"
6771,"2,214,254"
6772,"196,302,315"
6773,"301,364,459"
6774,"80,270,483"
6775,"182,397,480"
6776,"3,194,200"
6777,"69,80,397"
6778,"346,397,455"
6779,"182,196,425"
6780,"168,194,221"
6781,"314,397,501"
6782,"80,270,315"
6783,"16,182,315"
6784,"45,69,73"
6785,"366,444,449"
6786,"25,242,510"
6787,"397,444,455"
6788,"49,315,419"
6789,"80,182,315"
6790,"9,455,498"
6791,"73,221,448"
6792,"9,360,455"
6793,"220,242,425"
6794,"10,49,323"
6795,"355,397,456"
6796,"194,204,340"
6797,"182,270,397"
6798,"2,214,484"
6799,"182,214,397"
6800,"108,182,301"
6801,"214,346,397"
6802,"108,204,301"
6803,"357,360,455"
6804,"128,129,186"
6805,"10,80,182"
6806,"221,242,510"
6807,"214,315,397"
6808,"182,196,397"
6809,"182,270,340"
6810,"360,397,455"
6811,"196,221,419"
6812,"187,241,374"
6813,"194,270,382"
6814,"108,182,340"
6815,"214,359,397"
6816,"187,194,334"
6817,"194,302,315"
6818,"16,397,480"
6819,"194,196,315"
6820,"355,444,456"
6821,"270,458,482"
6822,"73,182,364"
6823,"16,194,401"
6824,"346,397,484"
6825,"323,448,524"
6826,"194,270,315"
6827,"187,194,241"
6828,"214,216,497"
6829,"69,73,419"
6830,"80,359,397"
6831,"80,323,397"
6832,"10,25,80"
6833,"397,480,484"
6834,"187,241,340"
6835,"80,270,397"
6836,"182,196,455"
6837,"80,397,448"
6838,"124,243,334"
6839,"182,397,484"
6840,"25,221,242"
6841,"315,359,397"
6842,"80,315,397"
6843,"29,397,514"
6844,"397,480,484"
6845,"340,355,456"
6846,"346,397,510"
6847,"187,241,397"
6848,"10,221,397"
6849,"196,315,334"
6850,"194,315,340"
6851,"182,397,480"
6852,"80,221,448"
6853,"9,285,410"
6854,"187,241,448"
6855,"194,270,449"
6856,"80,182,187"
6857,"16,127,263"
6858,"9,425,455"
6859,"270,315,397"
6860,"187,204,241"
6861,"187,241,430"
6862,"108,204,301"
6863,"69,73,196"
6864,"340,397,501"
6865,"182,187,241"
6866,"315,397,484"
6867,"80,323,524"
6868,"340,425,458"
6869,"69,187,241"
6870,"182,196,315"
6871,"346,397,511"
6872,"80,397,510"
6873,"10,69,73"
6874,"280,397,458"
6875,"355,397,456"
6876,"187,241,419"
6877,"23,231,251"
6878,"270,366,444"
6879,"187,241,340"
6880,"235,270,410"
6881,"221,242,510"
6882,"80,182,397"
6883,"2,9,498"
6884,"340,355,456"
6885,"315,397,419"
6886,"187,397,480"
6887,"10,270,315"
6888,"270,302,315"
6889,"323,448,524"
6890,"346,397,480"
6891,"69,270,397"
6892,"355,397,456"
6893,"357,360,455"
6894,"29,359,397"
6895,"182,187,241"
6896,"182,204,315"
6897,"340,360,455"
6898,"69,300,401"
6899,"397,485,511"
6900,"187,397,501"
6901,"80,214,397"
6902,"182,397,484"
6903,"220,221,242"
6904,"25,80,397"
6905,"23,182,251"
6906,"182,270,382"
6907,"108,204,301"
6908,"302,315,334"
6909,"313,397,511"
6910,"182,355,456"
6911,"16,182,270"
6912,"196,315,334"
6913,"10,187,241"
6914,"270,410,514"
6915,"270,410,514"
6916,"204,315,417"
6917,"187,366,397"
6918,"323,328,430"
6919,"182,196,484"
6920,"16,182,263"
6921,"10,221,345"
6922,"16,182,480"
6923,"196,204,334"
6924,"187,241,397"
6925,"366,397,480"
6926,"80,346,397"
6927,"25,220,242"
6928,"357,360,455"
6929,"80,323,524"
6930,"364,452,484"
6931,"95,448,524"
6932,"196,302,315"
6933,"340,397,444"
6934,"10,221,242"
6935,"108,270,301"
6936,"182,196,301"
6937,"346,397,501"
6938,"366,397,480"
6939,"73,397,448"
6940,"168,187,241"
6941,"280,355,456"
6942,"80,402,448"
6943,"194,382,397"
6944,"182,270,397"
6945,"214,397,480"
6946,"16,194,374"
6947,"80,397,510"
6948,"108,242,301"
6949,"3,200,340"
6950,"194,204,315"
6951,"10,346,397"
6952,"366,397,480"
6953,"16,29,274"
6954,"220,221,242"
6955,"187,241,455"
6956,"10,221,345"
6957,"16,194,204"
6958,"10,25,62"
6959,"397,501,511"
6960,"108,182,301"
6961,"315,340,455"
6962,"69,346,397"
6963,"16,182,436"
6964,"187,241,248"
6965,"196,315,346"
6966,"397,501,511"
6967,"80,397,485"
6968,"355,366,456"
6969,"49,92,374"
6970,"182,196,340"
6971,"187,241,301"
6972,"397,444,480"
6973,"346,397,511"
6974,"270,397,511"
6975,"215,315,480"
6976,"25,221,510"
6977,"182,340,425"
6978,"340,425,484"
6979,"235,285,410"
6980,"182,196,374"
6981,"25,80,221"
6982,"10,69,444"
6983,"334,430,518"
6984,"194,215,374"
6985,"215,302,315"
6986,"80,214,397"
6987,"397,455,484"
6988,"302,315,334"
6989,"127,194,263"
6990,"25,29,182"
6991,"172,194,514"
6992,"187,194,315"
6993,"397,419,452"
6994,"346,397,511"
6995,"16,108,204"
6996,"366,397,444"
6997,"187,241,334"
6998,"214,397,444"
6999,"270,382,397"
7000,"10,73,419"
7001,"29,323,524"
7002,"69,73,397"
7003,"214,346,397"
7004,"10,382,397"
7005,"182,187,241"
7006,"196,315,397"
7007,"29,168,182"
7008,"16,182,263"
7009,"182,196,270"
7010,"16,182,204"
7011,"73,194,315"
7012,"182,187,455"
7013,"182,194,270"
7014,"366,397,480"
7015,"16,270,514"
7016,"10,73,430"
7017,"387,438,465"
7018,"214,340,364"
7019,"73,182,301"
7020,"182,315,374"
7021,"80,397,510"
7022,"204,315,334"
7023,"80,397,448"
7024,"346,397,498"
7025,"270,397,484"
7026,"194,315,484"
7027,"313,346,397"
7028,"214,397,444"
7029,"73,182,397"
7030,"16,204,315"
7031,"80,270,397"
7032,"194,200,221"
7033,"23,231,251"
7034,"214,372,455"
7035,"25,221,510"
7036,"10,69,73"
7037,"108,301,340"
7038,"187,455,480"
7039,"69,73,419"
7040,"80,315,397"
7041,"182,328,397"
7042,"204,315,334"
7043,"196,315,455"
7044,"80,397,448"
7045,"196,302,315"
7046,"69,73,484"
7047,"214,397,484"
7048,"207,397,459"
7049,"182,196,302"
7050,"160,302,315"
7051,"366,397,480"
7052,"214,397,484"
7053,"25,242,510"
7054,"187,241,315"
7055,"187,397,480"
7056,"80,242,397"
7057,"235,270,514"
7058,"182,194,397"
7059,"270,397,501"
7060,"182,340,425"
7061,"182,194,397"
7062,"182,196,270"
7063,"314,397,511"
7064,"397,501,511"
7065,"80,270,397"
7066,"360,455,498"
7067,"25,220,242"
7068,"187,241,397"
7069,"270,376,425"
7070,"182,196,315"
7071,"204,452,484"
7072,"182,187,241"
7073,"346,397,498"
7074,"49,323,340"
7075,"10,69,397"
7076,"187,241,355"
7077,"204,221,242"
7078,"187,196,241"
7079,"346,397,455"
7080,"3,194,200"
7081,"9,346,455"
7082,"10,25,49"
7083,"10,73,397"
7084,"376,397,425"
7085,"346,397,511"
7086,"270,397,480"
7087,"314,397,501"
7088,"397,485,511"
7089,"194,302,315"
7090,"182,254,484"
7091,"302,334,406"
7092,"182,196,270"
7093,"182,301,455"
7094,"16,270,397"
7095,"73,80,221"
7096,"196,270,315"
7097,"220,221,242"
7098,"182,221,480"
7099,"182,214,455"
7100,"313,355,456"
7101,"16,194,270"
7102,"313,397,501"
7103,"80,334,397"
7104,"187,241,436"
7105,"302,315,340"
7106,"397,501,511"
7107,"49,397,484"
7108,"69,214,397"
7109,"80,323,524"
7110,"69,397,511"
7111,"196,302,334"
7112,"215,302,315"
7113,"314,397,425"
7114,"80,323,524"
7115,"355,397,456"
